gene_id,gene_name,runon_chr,runon_strand,runon_start,runon_end,runon_width,runon_base_mean,runon_log2FC,runon_padj,gene_base_mean,gene_log2FC,gene_padj,base_mean_by_runon_width,cell
ENSG00000028203,VEZT,12,+,95302800,95321799,19000,1856.95361261894,0.43765587014388,1.1941758304701e-10,8218.45961125634,0.343052297870912,3.87190081809848e-10,0.0977344006641547,A549
ENSG00000030419,IKZF2,2,-,212899698,212999697,100000,26.7637119047627,-0.257065658815009,0.705232989446262,54.3383745799595,-0.290151015734177,0.500758268803158,0.000267637119047627,A549
ENSG00000033178,UBA6,4,-,67600652,67612651,12000,123.543303826454,0.230204765616454,0.372861060038731,4734.65136664497,-0.143632545096722,0.0626755853792002,0.0102952753188712,A549
ENSG00000035499,DEPDC1B,5,-,60496912,60596911,100000,1807.09730154929,1.49521570563669,5.04692351593071e-78,2807.92786659248,0.359457404787103,2.46690158454583e-10,0.0180709730154929,A549
ENSG00000037749,MFAP3,5,+,154057451,154072450,15000,107.10965992749,-0.24317623798876,0.457276383221815,2553.05359849137,0.240062419420566,0.000233218377681165,0.00714064399516601,A549
ENSG00000038427,VCAN,5,+,83582303,83593302,11000,208.5589169705,0.775313954510724,6.1408171596303e-06,12136.7608176058,-0.235288305497323,0.000456302125264885,0.0189599015427727,A549
ENSG00000043093,DCUN1D1,3,-,182911074,182938073,27000,403.834479460611,0.911224735567669,1.32149475894535e-15,3272.29016086408,0.284754092139651,8.41576290789544e-06,0.0149568325726152,A549
ENSG00000049130,KITLG,12,-,88481793,88492792,11000,96.3985691452002,1.4525858680252,1.05840709699901e-10,1850.33069337163,0.777158558657292,3.4078543992652e-27,0.00876350628592729,A549
ENSG00000050327,ARHGEF5,7,+,144380633,144393632,13000,10.8915945970883,0.0605526802420684,0.960520105727942,71.2759271251118,-0.148656760322978,0.745501131424965,0.000837814969006793,A549
ENSG00000051009,FHIP1B,11,-,6176345,6211344,35000,492.71451818681,0.64701450142381,5.93554771483098e-10,1058.91139230136,0.310312657942511,4.00712717109952e-05,0.0140775576624803,A549
ENSG00000054793,ATP9A,20,-,51579514,51596513,17000,77.9552818442957,0.613907650104413,0.0443124847320442,4194.8245991515,0.230318855364695,1.87209965793617e-06,0.00458560481437033,A549
ENSG00000056291,NPFFR2,4,+,72148306,72160305,12000,9.55828874532675,-0.715088696462241,0.457015482728162,0.2743473560637,-1.38663541516821,NA,0.000796524062110563,A549
ENSG00000056558,TRAF1,9,-,120891393,120902392,11000,70.4868260631419,-0.333623158326364,0.34244802510139,176.926791498399,-0.823664014578543,7.03549167663858e-06,0.00640789327846745,A549
ENSG00000058085,LAMC2,1,+,183245128,183263127,18000,65.7766103879441,-0.683687577919802,0.0295504668852239,3097.06826033324,0.198576822779899,0.000646536827692088,0.00365425613266356,A549
ENSG00000062038,CDH3,16,+,68700293,68736292,36000,35.0153845788749,0.0690196271577761,0.921334439412097,13.7003921343081,0.275656194942618,0.77012697969409,0.000972649571635413,A549
ENSG00000064703,DDX20,1,+,111768001,111793000,25000,198.565670524809,1.74716097235533,1.7268172057105e-26,1555.30423265371,0.588735550466955,1.18360391130789e-20,0.00794262682099237,A549
ENSG00000065559,MAP2K4,17,+,12143829,12158828,15000,254.840357838534,1.14285728210803,5.56614184943149e-14,3971.59944538777,0.267968023975151,9.77995411309489e-08,0.0169893571892356,A549
ENSG00000065809,FAM107B,10,-,14418557,14518556,100000,807.257129380703,-0.0696450856510207,0.687506420279626,9371.53484457449,-0.419340299031047,3.95625727708911e-19,0.00807257129380703,A549
ENSG00000065883,CDK13,7,+,40099581,40132580,33000,239.351030280434,0.382068476977488,0.0189297600483159,5178.19553492974,0.267147699829421,6.04760107244975e-09,0.00725306152364951,A549
ENSG00000066697,MSANTD3,9,+,100451735,100472734,21000,862.164959892983,0.640134736683104,2.03205241665636e-15,2708.98985406311,0.221298585466936,7.54634830358548e-05,0.0410554742806183,A549
ENSG00000068354,TBC1D25,X,+,48562610,48572609,10000,35.0151515893551,-0.0814198898761354,0.898592630289892,284.872727747668,-0.108342654551017,0.570537674932702,0.00350151515893551,A549
ENSG00000069812,HES2,1,-,6400232,6415231,15000,28.700481182441,0.831844952242791,0.0920705706994675,36.212332282649,1.4401687405822,0.000236058707886154,0.00191336541216273,A549
ENSG00000072864,NDE1,16,+,15726354,15743353,17000,317.58785145653,0.0909516682298869,0.640777179541041,1563.77993669596,-0.288398029730294,0.000331876484447153,0.0186816383209723,A549
ENSG00000074047,GLI2,2,+,120992654,121012653,20000,247.858490571357,0.465241708115251,0.00542960453548434,2813.09792256771,0.155437403255492,0.0742616287850375,0.0123929245285678,A549
ENSG00000075426,FOSL2,2,+,28417318,28443317,26000,882.541293834546,0.0651885998270332,0.614952001010048,8476.22594425356,-0.388326495329687,9.90947334579723e-18,0.0339438959167133,A549
ENSG00000075651,PLD1,3,-,171588404,171600403,12000,266.765638069782,0.93877272429932,4.79321278702713e-11,2070.9062219507,0.075054135912019,0.379824186179987,0.0222304698391485,A549
ENSG00000076053,RBM7,11,+,114410608,114438607,28000,702.28167269011,0.583260198233072,1.45602531472082e-11,1851.20306454431,0.248423158534903,0.000126185988732013,0.0250814883103611,A549
ENSG00000076067,RBMS2,12,+,56596194,56608193,12000,64.5210143635093,0.360017291696003,0.328049585638366,5959.899899072,-0.10115659397905,0.0428178804931833,0.00537675119695911,A549
ENSG00000076604,TRAF4,17,+,28750957,28782956,32000,149.893535550579,0.0837249506052685,0.787716862275924,2012.08777336794,0.287151408368466,2.15535917464979e-05,0.0046841729859556,A549
ENSG00000078269,SYNJ2,6,+,158099177,158122176,23000,461.489109686934,-0.231125451623606,0.071433962582771,5417.17013098556,0.233955138185599,2.57417654213795e-07,0.0200647438994319,A549
ENSG00000078401,EDN1,6,+,12297195,12313194,16000,308.280670545045,0.425267199531206,0.529740777071189,4173.38019126191,-0.25683481872083,3.88356578869772e-08,0.0192675419090653,A549
ENSG00000079999,KEAP1,19,-,10474125,10486124,12000,298.612522329736,2.04842376175003,5.89897830651359e-50,2847.54785603219,1.07421715204106,6.24339652767885e-85,0.0248843768608114,A549
ENSG00000080815,PSEN1,14,+,73223692,73234691,11000,120.168470984698,0.61711268678884,0.00350142766741957,4836.36849745249,0.0130417797211646,0.865162699314856,0.0109244064531544,A549
ENSG00000082516,GEMIN5,5,-,154870411,154887410,17000,947.605024497644,1.46481031819903,1.41256186757391e-77,5052.50505996812,0.442380831086096,1.01244800597862e-22,0.0557414720292732,A549
ENSG00000084444,FAM234B,12,+,13083450,13096449,13000,56.1126580710311,-0.407401435075807,0.276132198459857,523.285273014087,-0.325304343298307,0.0023222802016469,0.00431635831315624,A549
ENSG00000087074,PPP1R15A,19,+,48876059,48886058,10000,128.969999823901,0.0777144679432286,0.842338720370867,1187.64975635839,-0.0828934926093986,0.570306608242042,0.0128969999823901,A549
ENSG00000089127,OAS1,12,+,112919904,112937903,18000,55.5814060265775,0.0632295228148467,0.901393040333245,1358.68366909232,0.186238800277287,0.0126131641129714,0.00308785589036542,A549
ENSG00000091656,ZFHX4,8,+,76867282,76901281,34000,33.7160885903205,-0.0662756992381802,0.919843934568259,908.150779029184,-0.206076259832179,0.0261398577829464,0.00099164966442119,A549
ENSG00000092607,TBX15,1,-,118868047,118883046,15000,2.74546209622047,1.17786579320904,NA,4.86872237665748,0.736918857832481,NA,0.000183030806414698,A549
ENSG00000095951,HIVEP1,6,+,12165000,12174999,10000,49.4635750863585,-0.0316000557695634,0.958311683604247,2205.30693556501,-0.0238432707353888,0.828639852651442,0.00494635750863585,A549
ENSG00000096654,ZNF184,6,-,27433747,27450746,17000,64.6712843505574,0.326785298431507,0.368619681480844,476.370100974925,0.0114027887243305,0.952349158661669,0.00380419319709161,A549
ENSG00000096968,JAK2,9,+,5129949,5158948,29000,334.029628876325,1.01771104390413,6.00092522784349e-17,1215.7654409446,0.908975462218061,1.13809551559296e-20,0.0115182630647009,A549
ENSG00000097096,SYDE2,1,-,85144889,85156888,12000,189.509285204381,0.626377350541393,0.00037477119758562,543.621755491944,0.364644989454099,0.00208647473841168,0.0157924404336984,A549
ENSG00000100311,PDGFB,22,-,39185359,39223358,38000,60.6231402216027,0.0623872379284247,0.893615747196022,251.454280147731,-0.728527771081269,1.70621054274191e-06,0.00159534579530533,A549
ENSG00000100426,ZBED4,22,+,49890081,49915080,25000,284.475314793634,0.190720516555674,0.265274947571713,3096.27664981778,0.491413819861377,6.02248421655672e-19,0.0113790125917453,A549
ENSG00000100523,DDHD1,14,-,53002755,53036754,34000,225.787578921911,0.31442380804841,0.0584407117790865,2303.25199078012,0.157970688999257,0.0346297598181352,0.0066408111447621,A549
ENSG00000100532,CGRRF1,14,+,54539293,54553292,14000,238.335378826749,0.715524994123339,1.2706934678572e-06,784.809057401195,0.183404096634049,0.0545149111346709,0.0170239556304821,A549
ENSG00000101000,PROCR,20,+,35177363,35210362,33000,1762.74107427688,0.158434202948146,0.0318811937786809,2775.39807645369,0.213916230099546,0.000310198453524844,0.0534163961902085,A549
ENSG00000101276,SLC52A3,20,-,749080,760079,11000,13.6731589670698,0.593815084853858,0.440244226933552,32.7097539271731,0.358084382163434,0.5105768952706,0.0012430144515518,A549
ENSG00000101311,FERMT1,20,-,6059845,6074844,15000,167.777760661199,-0.1308924390434,0.598093806288123,1514.19463027747,-0.0539896497833777,0.588943431237031,0.0111851840440799,A549
ENSG00000101442,ACTR5,20,+,38772521,38788520,16000,333.343176441937,1.05915813863765,1.08894850678589e-17,936.303977390529,0.28734545461705,0.000804062113913961,0.0208339485276211,A549
ENSG00000101825,MXRA5,X,-,3295565,3308564,13000,3.48849608951601,0.273626071135856,NA,0,NA,NA,0.000268345853039693,A549
ENSG00000101844,ATG4A,X,+,108154672,108168671,14000,29.1925233667168,0.240551450328081,0.709790140922443,368.376131427698,0.111590641958314,0.509981846346866,0.00208518024047977,A549
ENSG00000102390,PBDC1,X,+,76178315,76244314,66000,3208.13530168889,0.83568387549721,1.05885919373604e-45,1038.75827083696,0.484880594906211,3.50062680841984e-09,0.0486081106316499,A549
ENSG00000102554,KLF5,13,+,73077539,73088538,11000,169.090782365483,1.05671668580105,1.89550385027062e-09,5802.1879851885,0.405628590170351,4.72993803378885e-20,0.015371889305953,A549
ENSG00000102606,ARHGEF7,13,+,111305733,111319732,14000,164.823765035536,0.746615607013913,4.65979844670695e-05,1847.95270105302,-0.000819024046876131,0.994688264334335,0.0117731260739668,A549
ENSG00000103222,ABCC1,16,+,16143054,16167053,24000,772.79538357026,1.3841208109788,3.62300893294474e-58,9925.28784027454,0.73825122720158,9.60539501348989e-54,0.0321998076487608,A549
ENSG00000103257,SLC7A5,16,-,87766023,87830022,64000,615.654337226424,0.2467763264162,0.0229822047932782,19143.2896448582,0.303284978589851,2.16418049895203e-07,0.00961959901916287,A549
ENSG00000103404,USP31,16,-,23051406,23061405,10000,107.110720404301,0.673488964077075,0.00266640952007121,3691.99703204653,0.00240597441547879,0.979215195383155,0.0107110720404301,A549
ENSG00000103549,RNF40,16,+,30776308,30796307,20000,150.89627665157,0.601241189413863,0.00376270997803147,5198.61679087852,-0.266881730064247,4.48623395477642e-08,0.00754481383257848,A549
ENSG00000103550,KNOP1,16,-,19679937,19701936,22000,1601.53840566702,1.62403444405444,6.19175481435701e-144,5885.19610351189,0.69939443164229,2.11925585944664e-55,0.0727972002575919,A549
ENSG00000103642,LACTB,15,+,63142062,63169061,27000,376.470155405121,0.307691122508639,0.021718735061793,3583.06365919292,0.519797205006798,1.26785172285437e-23,0.0139433390890786,A549
ENSG00000104312,RIPK2,8,+,89791065,89891064,100000,403.584218864035,1.24945933932844,1.29951170198232e-28,3388.49715316419,0.883125345755026,1.92717531285962e-72,0.00403584218864035,A549
ENSG00000104381,GDAP1,8,+,74366877,74451876,85000,1431.15065163619,1.00229527882181,3.57684937454369e-41,1782.42057524245,0.380990209783767,3.05488317875056e-08,0.0168370664898375,A549
ENSG00000104432,IL7,8,-,78718772,78732771,14000,2.83377878288186,0.615927753482032,NA,1.14504906718166,-0.96059560643385,NA,0.000202412770205847,A549
ENSG00000105750,ZNF85,19,+,20950698,20964697,14000,184.859433575076,-0.556967666502458,0.00180468378198662,2.62985858210507,0.982918409760306,NA,0.0132042452553626,A549
ENSG00000105825,TFPI2,7,-,93785396,93885395,100000,3803.41331182854,-0.236754754674462,0.254233720084554,4617.35070503788,-1.1760709706211,1.16240502174087e-105,0.0380341331182854,A549
ENSG00000105855,ITGB8,7,+,20415755,20431754,16000,10.5885342206522,0.119792162184899,0.928066782484704,161.718410122723,-0.834139885095142,4.74814367574407e-05,0.000661783388790763,A549
ENSG00000105875,WDR91,7,-,135170839,135183838,13000,149.315469867792,0.704263705952102,0.000347010231135641,782.933287980388,-0.148395964029974,0.12938342736348,0.0114858053744456,A549
ENSG00000106125,MINDY4,7,+,30892388,30911387,19000,141.459444013569,0.153469162277553,0.572317370313876,374.237473870309,0.0997599390329933,0.540899372851942,0.00744523389545102,A549
ENSG00000106392,C1GALT1,7,+,7248617,7314616,66000,614.695733188116,0.710965147796485,3.72262395461053e-14,2974.01236262553,0.646146218180568,1.77390958493073e-29,0.00931357171497146,A549
ENSG00000106853,PTGR1,9,-,111539567,111562566,23000,792.441015745125,1.16176505087725,2.81899788626799e-41,13909.5126134782,0.732284352420212,1.43716328763354e-84,0.0344539572063098,A549
ENSG00000107201,DDX58,9,-,32402302,32455301,53000,244.486275338559,0.360155339197883,0.0494761423318009,625.988266264822,0.0574389426605769,0.722800191915222,0.00461294859129356,A549
ENSG00000107372,ZFAND5,9,-,72340413,72351412,11000,248.15397116113,1.13731054882093,1.24252273418109e-15,6949.74225693755,0.0610765117531992,0.326227414643787,0.0225594519237391,A549
ENSG00000107789,MINPP1,10,+,87553462,87564461,11000,146.272587862672,1.59144425421679,3.9581143659773e-15,2356.53797956434,0.496666971423483,7.49109090077387e-19,0.0132975079875156,A549
ENSG00000107951,MTPAP,10,-,30292801,30309800,17000,656.436637430427,0.856644732824959,3.97614105170285e-15,3208.86800176535,0.373559438310603,1.20151098187522e-11,0.0386139198488486,A549
ENSG00000107984,DKK1,10,+,52317658,52336657,19000,734.388520495313,0.381182834966337,0.000125795826972652,9549.1376032113,-1.12950554302342,2.77826905739793e-136,0.0386520273944901,A549
ENSG00000108179,PPIF,10,+,79355335,79369334,14000,54.4026561771725,0.322536867158352,0.418922640888112,2616.81956915424,0.449419016558155,3.75725381875041e-12,0.00388590401265518,A549
ENSG00000108219,TSPAN14,10,+,80522632,80537631,15000,582.26276487353,0.840119588408881,1.34454552541866e-17,5623.43907910142,-0.0818998679737959,0.249310552704025,0.0388175176582353,A549
ENSG00000108443,RPS6KB1,17,+,59950575,59967574,17000,427.894296747768,0.469422415167464,7.19574648548085e-05,6019.65182852433,-0.032819588792924,0.724607055043101,0.0251702527498687,A549
ENSG00000108826,MRPL27,17,-,50341867,50367866,26000,880.205125469236,0.790436518124465,8.65805895808254e-24,2345.11374851244,0.434641003030197,2.18516291613859e-15,0.0338540432872783,A549
ENSG00000109381,ELF2,4,-,138998265,139057264,59000,1640.59191375621,0.697941795600019,1.01746085040898e-24,2032.56188227026,0.12677157088423,0.0601745527275153,0.0278066426060374,A549
ENSG00000109670,FBXW7,4,-,152300544,152320543,20000,151.507865773293,0.470308243546063,0.0275165056363607,1021.7494246936,-0.089634384389927,0.379408942346186,0.00757539328866463,A549
ENSG00000109787,KLF3,4,+,38701518,38716517,15000,64.5290695979369,0.166709591012486,0.70037904140573,3114.92074069725,-0.0729747033363255,0.258671764757828,0.00430193797319579,A549
ENSG00000109790,KLHL5,4,+,39126234,39162233,36000,688.522357814217,-0.0269354510204615,0.862043072437049,4680.2916193241,0.29278920418651,8.45553395430492e-07,0.0191256210503949,A549
ENSG00000109861,CTSC,11,-,88193592,88293591,100000,834.27898267688,1.14165513915769,3.20703783913049e-27,4829.28709495756,0.751250529399214,1.62874563309505e-67,0.0083427898267688,A549
ENSG00000110218,PANX1,11,+,94181969,94257968,76000,1316.67682797632,0.834095041653012,6.8471045805165e-28,1372.07559286108,0.784978477106083,1.35010617499706e-33,0.0173246951049515,A549
ENSG00000110876,SELPLG,12,-,108608895,108621894,13000,8.03002016340444,0.135109766625601,0.916682061479696,21.8383324443363,0.0447603894461812,0.957055653888049,0.000617693858723418,A549
ENSG00000110888,CAPRIN2,12,-,30696553,30709552,13000,121.826247867576,0.302647911714408,0.257101610316415,2528.7824412053,-0.255519923658004,0.000334711300427608,0.00937124983596735,A549
ENSG00000110931,CAMKK2,12,-,121221692,121237691,16000,151.639171212333,0.546380497579519,0.00558968672733799,2836.93452157929,0.221278437365056,9.50147331178996e-05,0.00947744820077081,A549
ENSG00000111321,LTBR,12,+,6391567,6420566,29000,1104.59177222915,-0.11388270060382,0.258685117324508,4237.5000954516,0.389833864378678,1.43785483792641e-10,0.0380893714561776,A549
ENSG00000111530,CAND1,12,+,67319954,67419953,100000,1551.09182417531,1.45445192153804,4.20699360516595e-98,15824.711091124,0.223477774260568,5.09647885617119e-06,0.0155109182417531,A549
ENSG00000111816,FRK,6,-,115920149,115931148,11000,104.140171552276,0.480126979649482,0.0833812912144661,2285.46994102082,0.0386565469618742,0.693863655203289,0.0094672883229342,A549
ENSG00000111846,GCNT2,6,+,10629369,10694368,65000,246.750482192264,1.3941003719137,1.22750356076193e-22,2347.39358265227,0.401191313932674,1.67813801462466e-13,0.00379616126449638,A549
ENSG00000111877,MCM9,6,-,118783455,118813454,30000,261.097258720907,0.309880175329974,0.0492770825112381,764.759903113942,0.217519108755967,0.0212681399737077,0.00870324195736355,A549
ENSG00000111962,UST,6,+,149076991,149086990,10000,16.0724128380386,0.0684267092249253,0.947838561499419,319.566190391158,-0.222728743920483,0.171363077321062,0.00160724128380386,A549
ENSG00000112167,SAYSD1,6,-,39092063,39104062,12000,126.872325691219,0.545036453393031,0.0137654205151647,1054.47379225241,-0.0293344598458143,0.823375721531648,0.0105726938076016,A549
ENSG00000112208,BAG2,6,+,57189834,57221833,32000,759.758330662341,1.48127864113038,9.75691352366658e-33,3187.01071105365,0.534049661438113,3.78584702663251e-19,0.0237424478331982,A549
ENSG00000112308,C6orf62,6,-,24667861,24704860,37000,553.137802715064,0.486925933209191,8.60668068102084e-07,4702.57240511112,0.150960858833454,0.00274731979641418,0.0149496703436504,A549
ENSG00000112319,EYA4,6,+,133532129,133556128,24000,349.505830675847,0.462855642506166,0.00103559497740669,3415.40714110623,-0.0334080945259779,0.728864653470018,0.0145627429448269,A549
ENSG00000112769,LAMA4,6,-,112095931,112107930,12000,7.41042418785656,-0.198890482070876,0.88807751596126,51.0083693921597,-0.595035204199668,0.114292597255503,0.000617535348988047,A549
ENSG00000112773,TENT5A,6,-,81645730,81745729,100000,326.175984583041,1.32746476408096,1.53237703061396e-25,585.302219442836,0.564879955966049,2.54977316324192e-08,0.00326175984583042,A549
ENSG00000112972,HMGCS1,5,-,43272470,43287469,15000,111.312501687008,1.40048229128246,1.4001446200625e-09,8415.20935270271,0.916979130120989,1.33360150199125e-80,0.00742083344580052,A549
ENSG00000113161,HMGCR,5,+,75362102,75373101,11000,91.9682824574661,0.330094949765797,0.276061842546981,4199.13906108616,0.0562951692620933,0.394374707500481,0.00836075295067873,A549
ENSG00000113209,PCDHB5,5,+,141138616,141149615,11000,40.0891652749306,0.586157693984413,0.157680826584298,92.4395105881572,0.235027156613297,0.453600443959938,0.00364446957044824,A549
ENSG00000113248,PCDHB15,5,+,141249366,141260365,11000,8.57835372018729,1.04526147237998,0.284655894788475,8.61435187760442,0.201575436843526,0.869327834798187,0.000779850338198845,A549
ENSG00000113448,PDE4D,5,-,58959038,58969037,10000,438.257147448711,0.616421238196908,4.8287868339987e-07,27002.7408977103,-0.0354631989621285,0.565592656249388,0.0438257147448711,A549
ENSG00000113739,STC2,5,-,173303723,173314722,11000,79.5033955191934,0.705645892495881,0.00934085327017192,1958.22927525106,-0.0571117137786417,0.522685715854026,0.00722758141083577,A549
ENSG00000114019,AMOTL2,3,-,134316347,134355346,39000,513.319511439629,0.127959974019522,0.351050428941041,6009.8898017361,-0.0396554792704127,0.627316036954147,0.0131620387548623,A549
ENSG00000115170,ACVR1,2,-,157636446,157736445,100000,1315.31367577072,1.34789642697718,1.15356297861994e-74,1040.70891369077,0.704078926717255,3.39363506403964e-21,0.0131531367577072,A549
ENSG00000115267,IFIH1,2,-,162257074,162267073,10000,3.89459529794095,-0.329346399909755,NA,39.0632864221534,-0.939984740480546,0.0223264487968205,0.000389459529794095,A549
ENSG00000115290,GRB14,2,-,164482417,164492416,10000,105.702586246527,0.196426126764896,0.494406009593851,1134.33212405129,-0.445370395770153,1.31497867597525e-08,0.0105702586246527,A549
ENSG00000115363,EVA1A,2,-,75481318,75492317,11000,18.8427086732792,0.285096863920293,0.711472774077397,138.39472202912,0.376261241427655,0.0807084618478739,0.00171297351575266,A549
ENSG00000115380,EFEMP1,2,-,55825967,55865966,40000,51.3801737801702,0.406271783395497,0.309324928313227,1147.21312930613,-0.109452673139388,0.213445426957121,0.00128450434450426,A549
ENSG00000115415,STAT1,2,-,190939149,190969148,30000,1117.67995354734,0.305518668174831,0.000113556581030449,14119.1179023191,0.179789667625954,0.00024688267206011,0.037255998451578,A549
ENSG00000115419,GLS,2,+,190965553,190993552,28000,126.371862982468,0.447500040856481,0.0414184622727896,16968.4410248798,0.573692285144602,2.4095290268349e-31,0.00451328082080242,A549
ENSG00000115616,SLC9A2,2,+,102711356,102728355,17000,154.484506119866,0.487411373520829,0.0153518732097119,1118.92125592769,0.996531907944297,2.299998590395e-42,0.00908732388940388,A549
ENSG00000115902,SLC1A4,2,+,65023866,65034865,11000,32.3154642387808,1.35343100748711,0.00153638694984933,2208.71375749752,0.536570379641611,7.79383415642952e-23,0.0029377694762528,A549
ENSG00000115977,AAK1,2,-,69444997,69457996,13000,80.9914500893578,-0.200786632627986,0.551431950208038,5159.49348787256,0.538131494384232,7.13815875618573e-27,0.00623011154533522,A549
ENSG00000116157,GPX7,1,+,52609052,52629051,20000,18.1432458714765,0.094064124823798,0.913997559300699,0.314587663598154,-1.55843635862717,NA,0.000907162293573827,A549
ENSG00000116285,ERRFI1,1,-,7987727,8011726,24000,449.136350786326,0.232545587069914,0.0940316524408716,5902.24276721605,0.32670804728442,5.03868151512265e-09,0.0187140146160969,A549
ENSG00000116514,RNF19B,1,-,32925449,32936448,11000,114.522294328392,0.0730903556111546,0.824163494482309,1155.33144139521,0.0609971960756756,0.541092283822595,0.0104111176662174,A549
ENSG00000116903,EXOC8,1,-,231322753,231332752,10000,275.746599439272,0.981019998748472,5.68104548626267e-13,2527.15151283808,0.698022379265703,1.85410042453546e-35,0.0275746599439272,A549
ENSG00000116984,MTR,1,+,236903982,236929981,26000,129.450270957011,0.705299941666744,0.00170652691020195,4777.35777730389,0.0165436903781729,0.850891319343443,0.00497885657526966,A549
ENSG00000117114,ADGRL2,1,+,81993933,82004932,11000,42.6177902534166,0.572864753325412,0.144699669152673,3317.70655805421,0.506176799658932,3.56928501663683e-22,0.00387434456849242,A549
ENSG00000117226,GBP3,1,-,88994680,89006679,12000,8.75311951886569,0.288097327147424,0.818160489772522,50.8373616339464,-0.634389910303053,0.0866451074423545,0.000729426626572141,A549
ENSG00000117394,SLC2A1,1,-,42878353,42925352,47000,287.662427643613,0.970309023965518,5.88785648450314e-10,8001.70152033655,0.548343103710865,5.17671103061019e-24,0.00612047718390665,A549
ENSG00000118242,MREG,2,-,215931584,215942583,11000,134.270482586813,0.0796779001963262,0.802571019256646,500.789609632002,-0.00924581473945259,0.960412413199724,0.0122064075078921,A549
ENSG00000118260,CREB1,2,+,207605989,207620988,15000,158.784684786751,0.465260069802324,0.0154503048260488,4230.91263090315,0.205879900491192,0.0092235138248721,0.0105856456524501,A549
ENSG00000118482,PHF3,6,+,63726012,63791011,65000,810.690821686032,-0.0602801155732819,0.670493555938044,7650.56961493228,0.473275322479647,1.1248281773368e-09,0.0124721664874774,A549
ENSG00000118503,TNFAIP3,6,+,137883313,137896312,13000,18.1954601593797,0.0960157966458266,0.919158421423331,287.677450071153,0.161685140906333,0.366351407542666,0.00139965078149074,A549
ENSG00000118620,ZNF430,19,+,21060051,21082050,22000,114.858484619262,0.239543518705159,0.363845036631419,365.219460142701,0.402201172853619,0.00259952365348407,0.00522084020996647,A549
ENSG00000119125,GDA,9,+,72252225,72277224,25000,59.6199987349999,0.185156763548644,0.653785034950345,241.49050513073,1.21556221926299,3.29838560376323e-15,0.0023847999494,A549
ENSG00000119280,C1orf198,1,-,230804119,230837118,33000,71.9546480233913,0.674548581266403,0.0216340736998505,2288.68982350091,0.0104007121048496,0.9247115519602,0.00218044387949671,A549
ENSG00000119401,TRIM32,9,+,116701300,116741299,40000,636.449362571091,0.902984186279832,3.70450214285431e-23,2025.7474144027,0.385329404591353,4.5126891738644e-11,0.0159112340642773,A549
ENSG00000119523,ALG2,9,-,99197425,99216424,19000,214.893372601871,0.539208806936491,0.000805831202635788,2631.57418222658,0.787452555461226,1.2771286249268e-45,0.0113101775053616,A549
ENSG00000119725,ZNF410,14,+,73932522,73944521,12000,128.13755332342,0.412026835227079,0.0785096336199351,2623.62260980173,-0.162544340730863,0.00811885385029309,0.0106781294436183,A549
ENSG00000119917,IFIT3,10,+,89340969,89350968,10000,9.61733147518519,1.05082734454589,0.23472065577257,119.631277659778,0.720982249021353,0.000800321383269037,0.000961733147518519,A549
