dose,gene_id,gene_name,feature,feature_id,chr,start,end,width,strand,genomic_data,upstream_exon_start,upstream_exon_end,upstream_exon_width,upstream_exon_type,downstream_exon_start,downstream_exon_end,downstream_exon_width,downstream_exon_type,exon_base_mean,DEXseq_padj,DEXseq_log2FC,DESeq_l2fc,DEseq_padj
3,ENSG00000135945,REV1,e17,ENSG00000135945:e17,2,99435942,99438600,2659,-,chr2:99435942-99438600:-,99438601,99439310,710,internal,99435834,99435941,108,internal,82.7668982283747,0.912742563608755,-0.340490143542761,-0.423547870214635,0.999990042092729
3,ENSG00000136643,RPS6KC1,e11,ENSG00000136643:e11,1,213242298,213242568,271,+,chr1:213242298-213242568:+,213240702,213242297,1596,internal,213242569,213242658,90,internal,13.0771857594545,0.722497137293916,-0.798096842629719,-0.962651035198753,0.999990042092729
3,ENSG00000137834,SMAD6,e1,ENSG00000137834:e1,15,66704076,66711667,7592,+,chr15:66704076-66711667:+,66702236,66704075,1840,first,66711668,66711724,57,internal,2747.46368080981,0.467287316718484,0.419662116857841,0.139763525608336,0.999990042092729
3,ENSG00000138434,ITPRID2,e11,ENSG00000138434:e11,2,181916428,181918597,2170,+,chr2:181916428-181918597:+,181915216,181916427,1212,internal,181918598,181918675,78,internal,430.199591346659,0.99565513130684,0.0433400758039735,0.190145930029771,0.999990042092729
3,ENSG00000138496,PARP9,e7,ENSG00000138496:e7,3,122552640,122555285,2646,-,chr3:122552640-122555285:-,122555286,122556121,836,internal,122552418,122552639,222,internal,6.67752401628837,0.865956440660112,-1.552929537804,-1.93411072800751,0.999990042092729
3,ENSG00000140853,NLRC5,e6,ENSG00000140853:e6,16,57027019,57028071,1053,+,chr16:57027019-57028071:+,57025368,57027018,1651,internal,57028072,57028155,84,internal,40.1209307022728,0.943094436904937,-0.229732429807136,-0.18667622017172,0.999990042092729
3,ENSG00000141526,SLC16A3,e4,ENSG00000141526:e4,17,82237894,82238701,808,+,chr17:82237894-82238701:+,82237138,82237893,756,internal,82238702,82240086,1385,last,650.595050532722,0.690001024174415,0.151176696024589,0.264710903778031,0.999990042092729
3,ENSG00000143379,SETDB1,e16,ENSG00000143379:e16,1,150961192,150962129,938,+,chr1:150961192-150962129:+,150960563,150961191,629,internal,150962130,150962158,29,internal,34.2356189265428,0.958962906088926,0.197641755554237,0.379051897657975,0.999990042092729
3,ENSG00000146463,ZMYM4,e3,ENSG00000146463:e3,1,35359447,35361193,1747,+,chr1:35359447-35361193:+,35358925,35359446,522,internal,35361194,35361255,62,internal,55.1536837905851,0.999232259054836,-0.0372520085390562,-0.101695214856138,0.999990042092729
3,ENSG00000147526,TACC1,e3,ENSG00000147526:e3,8,38820636,38825307,4672,+,chr8:38820636-38825307:+,38819522,38820635,1114,internal,38825308,38825368,61,internal,103.219308551384,0.976848089042222,-0.0415233393535654,-0.205329733951541,0.999990042092729
3,ENSG00000149115,TNKS1BP1,e6,ENSG00000149115:e6,11,57302826,57308394,5569,-,chr11:57302826-57308394:-,57308395,57310556,2162,internal,57302459,57302825,367,internal,70.7373158408077,0.718350296754422,-0.635273756930602,-0.712547490103558,0.999990042092729
3,ENSG00000153165,RGPD3,e3,ENSG00000153165:e3,2,106415990,106423042,7053,-,chr2:106415990-106423042:-,106423043,106425266,2224,internal,106415850,106415989,140,internal,28.1234298800192,0.982723323252305,0.140689771644856,0.0670892787098954,0.999990042092729
3,ENSG00000153885,KCTD15,e6,ENSG00000153885:e6,19,33811553,33812789,1237,+,chr19:33811553-33812789:+,33811247,33811552,306,internal,33812790,33815761,2972,last,154.672068835445,0.925441169797369,0.17307722067475,0.458291868084839,0.999990042092729
3,ENSG00000154040,CABYR,e5,ENSG00000154040:e5,18,24160070,24161515,1446,+,chr18:24160070-24161515:+,24159472,24160069,598,internal,24161516,24161600,85,last,77.7856816639786,0.87921981263592,0.188303146955279,0.1056826993733,0.999990042092729
3,ENSG00000157637,SLC38A10,e3,ENSG00000157637:e3,17,81251613,81252194,582,-,chr17:81251613-81252194:-,81252195,81252683,489,internal,81251493,81251612,120,internal,129.676275727995,0.963829754564579,-0.214332329223901,-0.294895519051437,0.999990042092729
3,ENSG00000158092,NCK1,e3,ENSG00000158092:e3,3,136946296,136948258,1963,+,chr3:136946296-136948258:+,136945583,136946295,713,internal,136948259,136951606,3348,last,34.1052918601699,0.216002074927654,0.743590566115317,0.539430314282705,0.999990042092729
3,ENSG00000160113,NR2F6,e1,ENSG00000160113:e1,19,17232627,17235498,2872,-,chr19:17232627-17235498:-,17235499,17236065,567,internal,17231883,17232626,744,last,392.107032890841,0.734564041654231,0.0950626553093326,0.225358187352672,0.999990042092729
3,ENSG00000160688,FLAD1,e2,ENSG00000160688:e2,1,154988850,154989559,710,+,chr1:154988850-154989559:+,154988105,154988849,745,internal,154989560,154989707,148,internal,266.106510416142,0.998206976215021,0.0272308944186399,0.166532844998725,0.999990042092729
3,ENSG00000161021,MAML1,e2,ENSG00000161021:e2,5,179766742,179768849,2108,+,chr5:179766742-179768849:+,179765326,179766741,1416,internal,179768850,179769089,240,internal,68.3639318125227,0.990177840552637,0.0683766711626399,0.0809723353886489,0.999990042092729
3,ENSG00000163635,ATXN7,e12,ENSG00000163635:e12,3,63996484,63999449,2966,+,chr3:63996484-63999449:+,63995505,63996483,979,internal,63999450,64003462,4013,last,135.776099572014,0.992018893960796,-0.113159122342688,-0.366637838580979,0.999990042092729
3,ENSG00000163840,DTX3L,e3,ENSG00000163840:e3,3,122570025,122570454,430,+,chr3:122570025-122570454:+,122568489,122570024,1536,internal,122570455,122570672,218,internal,12.3010347886041,0.859328435357261,0.508105588618345,0.383030024454383,0.999990042092729
3,ENSG00000164151,ICE1,e13,ENSG00000164151:e13,5,5465227,5466333,1107,+,chr5:5465227-5466333:+,5460436,5465226,4791,internal,5466334,5466502,169,internal,60.271375249423,0.998629482163684,-0.145982147831173,-0.107395462438127,0.999990042092729
3,ENSG00000164190,NIPBL,e10,ENSG00000164190:e10,5,36986302,36995621,9320,+,chr5:36986302-36995621:+,36984676,36986301,1626,internal,36995622,36995804,183,internal,103.362406914385,0.999905318587013,-0.0913869689178508,0.0485900672504208,0.999990042092729
3,ENSG00000164342,TLR3,e4,ENSG00000164342:e4,4,186084173,186084644,472,+,chr4:186084173-186084644:+,186082320,186084172,1853,internal,186084645,186088073,3429,last,10.8192719722161,0.98804895185065,-0.117563027714094,0.497396155242173,0.999990042092729
3,ENSG00000168502,MTCL1,e14,ENSG00000168502:e14,18,8826233,8831606,5374,+,chr18:8826233-8831606:+,8824699,8826232,1534,internal,8831607,8832778,1172,last,92.4996843609962,0.771639465671656,-0.668722085221461,-1.06644901515124,0.999990042092729
3,ENSG00000169629,RGPD8,e3,ENSG00000169629:e3,2,112380964,112388023,7060,-,chr2:112380964-112388023:-,112388024,112390247,2224,internal,112380824,112380963,140,internal,255.844957196373,0.987469502776287,-0.0239254228704322,0.0551137182894582,0.999990042092729
3,ENSG00000173120,KDM2A,e12,ENSG00000173120:e12,11,67231961,67243008,11048,+,chr11:67231961-67243008:+,67231566,67231960,395,internal,67243009,67243092,84,internal,258.167367342198,0.870525802465177,-0.293982261325346,-0.292232844581107,0.999990042092729
3,ENSG00000173193,PARP14,e6,ENSG00000173193:e6,3,122701636,122703741,2106,+,chr3:122701636-122703741:+,122699390,122701635,2246,internal,122703742,122703978,237,internal,71.0563959112156,0.997253465134804,-0.0225079251491049,-0.114530850583655,0.999990042092729
3,ENSG00000174718,RESF1,e4,ENSG00000174718:e4,12,31985958,31987238,1281,+,chr12:31985958-31987238:+,31980878,31985957,5080,internal,31987239,31987322,84,internal,47.5778917392055,0.820289783827773,0.343511294394055,0.692527045440973,0.999990042092729
3,ENSG00000175054,ATR,e43,ENSG00000175054:e43,3,142561422,142562231,810,-,chr3:142561422-142562231:-,142562232,142563109,878,internal,142561243,142561421,179,internal,31.7045723238453,0.955910409785994,-0.192907729608637,-0.0869612049824336,0.999990042092729
3,ENSG00000183054,RGPD6,e3,ENSG00000183054:e3,2,110526405,110533464,7060,-,chr2:110526405-110533464:-,110533465,110535688,2224,internal,110526265,110526404,140,internal,273.596617426194,0.997536025787063,0.0102041377623046,0.129311853042544,0.999990042092729
3,ENSG00000183579,ZNRF3,e8,ENSG00000183579:e8,22,29050949,29053578,2630,+,chr22:29050949-29053578:+,29049197,29050948,1752,internal,29053579,29057488,3910,last,42.7693808011255,0.978509078528098,0.0971409116268491,-0.408124349831354,0.999990042092729
3,ENSG00000183742,MACC1,e2,ENSG00000183742:e2,7,20154382,20158203,3822,-,chr7:20154382-20158203:-,20158204,20160245,2042,internal,20154193,20154381,189,internal,71.4234852495011,0.886811578182137,0.26370302908665,0.333907302441456,0.999990042092729
3,ENSG00000185304,RGPD2,e3,ENSG00000185304:e3,2,87775084,87782123,7040,-,chr2:87775084-87782123:-,87782124,87784347,2224,internal,87774944,87775083,140,internal,20.4490002991522,0.979895412101022,0.131574093785906,0.283469397214258,0.999990042092729
3,ENSG00000187627,RGPD1,e20,ENSG00000187627:e20,2,86987800,86994840,7041,+,chr2:86987800-86994840:+,86985576,86987799,2224,internal,86994841,86994980,140,internal,12.9180946750278,0.996260326155785,-0.0732948293661413,0.00954532377325412,0.999990042092729
3,ENSG00000188112,C6orf132,e1,ENSG00000188112:e1,6,42103879,42104462,584,-,chr6:42103879-42104462:-,42104463,42107583,3121,internal,42101119,42103878,2760,last,27.0255401595329,0.9759502757744,-0.148637092342438,-0.135663111442971,0.999990042092729
3,ENSG00000189079,ARID2,e15,ENSG00000189079:e15,12,45852897,45860800,7904,+,chr12:45852897-45860800:+,45850036,45852896,2861,internal,45860801,45860949,149,internal,63.72592987717,0.993131488024316,-0.048665854753855,-0.0349212727004619,0.999990042092729
3,ENSG00000196862,RGPD4,e20,ENSG00000196862:e20,2,107872929,107879967,7039,+,chr2:107872929-107879967:+,107870705,107872928,2224,internal,107879968,107880107,140,internal,23.0330153462144,0.824479491199428,0.454123035821156,0.561827499990628,0.999990042092729
3,ENSG00000197136,PCNX3,e6,ENSG00000197136:e6,11,65619068,65619536,469,+,chr11:65619068-65619536:+,65617940,65619067,1128,internal,65619537,65619660,124,internal,83.3334722801903,0.975209946407604,-0.145155305049417,-0.116589720814511,0.999990042092729
3,ENSG00000197147,LRRC8B,e5,ENSG00000197147:e5,1,89584790,89592770,7981,+,chr1:89584790-89592770:+,89582625,89584789,2165,internal,89592771,89597861,5091,last,56.4706141761045,0.946168502049087,0.371842493837342,0.114029424287548,0.999990042092729
3,ENSG00000197283,SYNGAP1,e15,ENSG00000197283:e15,6,33443961,33444443,483,+,chr6:33443961-33444443:+,33442889,33443960,1072,internal,33444444,33444617,174,internal,5.43408493262869,0.942543239567075,0.512092887156095,0.212404643029308,0.999990042092729
3,ENSG00000198561,CTNND1,e6,ENSG00000198561:e6,11,57796993,57801732,4740,+,chr11:57796993-57801732:+,57796457,57796992,536,internal,57801733,57802196,464,internal,155.663224567428,0.821403126628761,0.205222199196545,-0.131796094840023,0.999990042092729
3,ENSG00000198752,CDC42BPB,e7,ENSG00000198752:e7,14,102940325,102943890,3566,-,chr14:102940325-102943890:-,102943891,102944487,597,internal,102940227,102940324,98,internal,540.799702517479,0.866716860845188,-0.191062377872713,-0.236871339112141,0.999990042092729
3,ENSG00000198964,SGMS1,e4,ENSG00000198964:e4,10,50327323,50343491,16169,-,chr10:50327323-50343491:-,50343492,50344345,854,internal,50327205,50327322,118,internal,212.762995276046,0.951152808605911,0.172789546860568,-0.198109609379332,0.999990042092729
3,ENSG00000275052,PPP4R3B,e13,ENSG00000275052:e13,2,55588957,55598415,9459,-,chr2:55588957-55598415:-,55598416,55599039,624,internal,55588879,55588956,78,internal,164.309992333561,0.933031416781972,0.119820612216754,0.147165749851984,0.999990042092729
10,ENSG00000007202,KIAA0100,e23,ENSG00000007202:e23,17,28634087,28634516,430,-,chr17:28634087-28634516:-,28634517,28635609,1093,internal,28633895,28634086,192,internal,14.414881023886,1,-0.0221063691793191,-0.354045003798493,0.999790152245582
10,ENSG00000009954,BAZ1B,e1,ENSG00000009954:e1,7,73441694,73442180,487,-,chr7:73441694-73442180:-,73442181,73442553,373,internal,73440406,73441693,1288,last,446.446204555731,1,0.0210491337931185,-0.0613977796751362,0.999790152245582
10,ENSG00000015568,RGPD5,e20,ENSG00000015568:e20,2,109838043,109845102,7060,+,chr2:109838043-109845102:+,109835819,109838042,2224,internal,109845103,109845242,140,internal,249.266014745067,1,-0.0445445863734362,-0.0150743531080196,0.999790152245582
10,ENSG00000022567,SLC45A4,e1,ENSG00000022567:e1,8,141211698,141212196,499,-,chr8:141211698-141212196:-,141212197,141212556,360,internal,141207174,141211697,4524,last,47.1080596779775,1,-0.12723611473913,-0.27862370402767,0.999790152245582
10,ENSG00000023041,ZDHHC6,e9,ENSG00000023041:e9,10,112443607,112445169,1563,-,chr10:112443607-112445169:-,112445170,112445650,481,internal,112443515,112443606,92,internal,86.1673891368235,1,0.129954209907849,0.324727442352903,0.999790152245582
10,ENSG00000038219,BOD1L1,e16,ENSG00000038219:e16,4,13597169,13598945,1777,-,chr4:13597169-13598945:-,13598946,13605084,6139,internal,13597104,13597168,65,internal,36.4181732309944,1,0.116777814069495,0.198397778414134,0.999790152245582
10,ENSG00000048405,ZNF800,e1,ENSG00000048405:e1,7,127371815,127373341,1527,-,chr7:127371815-127373341:-,127373342,127375034,1693,internal,127370043,127371814,1772,last,271.11693950397,1,0.0204941374713901,0.228570149581147,0.999790152245582
10,ENSG00000050030,NEXMIF,e1,ENSG00000050030:e1,X,74739499,74740099,601,-,chrX:74739499-74740099:-,74740100,74744477,4378,internal,74732856,74739498,6643,last,13.8361405901935,1,0.167771383786614,-0.241255105061982,0.999790152245582
10,ENSG00000065526,SPEN,e2,ENSG00000065526:e2,1,15873137,15876201,3065,+,chr1:15873137-15876201:+,15872816,15873136,321,internal,15876202,15876678,477,internal,147.580506617587,1,-0.149087453560328,-0.507702380280419,0.999790152245582
10,ENSG00000080603,SRCAP,e25,ENSG00000080603:e25,16,30725083,30728965,3883,+,chr16:30725083-30728965:+,30723584,30725082,1499,internal,30728966,30729231,266,internal,60.5038916010069,1,-0.216226946122797,-0.180712185993837,0.999790152245582
10,ENSG00000090905,TNRC6A,e6,ENSG00000090905:e6,16,24791818,24793472,1655,+,chr16:24791818-24793472:+,24789232,24791817,2586,internal,24793473,24793649,177,internal,31.0171917479639,0.983808963348346,0.358859583991956,0.101762416580158,0.999790152245582
10,ENSG00000091527,CDV3,e1,ENSG00000091527:e1,3,133574285,133575038,754,+,chr3:133574285-133575038:+,133573686,133574284,599,first,133575039,133575115,77,internal,141.837382197249,1,-0.137114247606048,-0.211897991579662,0.999790152245582
10,ENSG00000099814,CEP170B,e12,ENSG00000099814:e12,14,104887979,104889619,1641,+,chr14:104887979-104889619:+,104886275,104887978,1704,internal,104889620,104889758,139,internal,291.629032527403,1,-0.141462608547936,-0.0785236185892892,0.999790152245582
10,ENSG00000100731,PCNX1,e6,ENSG00000100731:e6,14,70978649,70988566,9918,+,chr14:70978649-70988566:+,70976942,70978648,1707,internal,70988567,70988699,133,internal,70.4801190892982,1,0.0865970135276575,0.0433363237239218,0.999790152245582
10,ENSG00000101574,METTL4,e7,ENSG00000101574:e7,18,2563860,2566820,2961,-,chr18:2563860-2566820:-,2566821,2567654,834,internal,2563797,2563859,63,internal,93.2695448011062,1,0.239653660340273,0.355934965029085,0.999790152245582
10,ENSG00000101639,CEP192,e19,ENSG00000101639:e19,18,13056699,13057584,886,+,chr18:13056699-13057584:+,13055780,13056698,919,internal,13057585,13057733,149,internal,68.8217066797602,1,0.0826795240405032,0.0688395301652163,0.999790152245582
10,ENSG00000101745,ANKRD12,e9,ENSG00000101745:e9,18,9258932,9263789,4858,+,chr18:9258932-9263789:+,9254211,9258931,4721,internal,9263790,9263888,99,internal,67.0651962553377,0.913957734835509,0.400184147117593,0.361276765937189,0.999790152245582
10,ENSG00000108256,NUFIP2,e2,ENSG00000108256:e2,17,29267531,29285991,18461,-,chr17:29267531-29285991:-,29285992,29287716,1725,internal,29267498,29267530,33,internal,132.402069961736,1,-0.0450025445091047,-0.0744230959186781,0.999790152245582
10,ENSG00000114062,UBE3A,e7,ENSG00000114062:e7,15,25360528,25370565,10038,-,chr15:25360528-25370565:-,25370566,25371812,1247,internal,25360383,25360527,145,internal,256.696166274719,1,0.169675240139289,0.236076508519361,0.999790152245582
10,ENSG00000115760,BIRC6,e10,ENSG00000115760:e10,2,32416164,32429145,12982,+,chr2:32416164-32429145:+,32414769,32416163,1395,internal,32429146,32429295,150,internal,99.7673263025333,0.988608842587903,0.278990577008611,0.262033933003246,0.999790152245582
10,ENSG00000115816,CEBPZ,e14,ENSG00000115816:e14,2,37223402,37227543,4142,-,chr2:37223402-37227543:-,37227544,37229036,1493,internal,37223170,37223401,232,internal,47.0101269029985,0.979956353981045,0.27361612002396,0.327369884892867,0.999790152245582
10,ENSG00000118246,FASTKD2,e2,ENSG00000118246:e2,2,206767471,206770090,2620,+,chr2:206767471-206770090:+,206766644,206767470,827,internal,206770091,206770194,104,internal,42.4546920536441,1,-0.113061154192351,0.0707986752999045,0.999790152245582
10,ENSG00000118496,FBXO30,e1,ENSG00000118496:e1,6,145800310,145804371,4062,-,chr6:145800310-145804371:-,145804372,145806421,2050,internal,145793502,145800309,6808,last,50.0687861293169,1,0.0978052804775151,0.286602967435548,0.999790152245582
10,ENSG00000119787,ATL2,e1,ENSG00000119787:e1,2,38296114,38298143,2030,-,chr2:38296114-38298143:-,38298144,38298575,432,internal,38293954,38296113,2160,last,1002.32645875884,0.907096502463048,0.226425418833806,0.432331300238281,0.999790152245582
10,ENSG00000120733,KDM3B,e7,ENSG00000120733:e7,5,138386622,138391012,4391,+,chr5:138386622-138391012:+,138386022,138386621,600,internal,138391013,138392261,1249,internal,34.7447270238985,0.759757697417197,-0.697597452887981,-0.815951013446539,0.999790152245582
10,ENSG00000121940,CLCC1,e1,ENSG00000121940:e1,1,108932502,108934624,2123,-,chr1:108932502-108934624:-,108934625,108934942,318,internal,108929505,108932501,2997,last,273.306290432816,1,0.070545584669949,0.00505536830603152,0.999790152245582
10,ENSG00000126773,PCNX4,e9,ENSG00000126773:e9,14,60125252,60125636,385,+,chr14:60125252-60125636:+,60124218,60125251,1034,internal,60125637,60125823,187,internal,6.03482821820305,1,0.389036861549622,0.409524961930787,0.999790152245582
10,ENSG00000126822,PLEKHG3,e16,ENSG00000126822:e16,14,64742456,64742981,526,+,chr14:64742456-64742981:+,64741036,64742455,1420,internal,64742982,64750249,7268,last,26.2458620427298,1,0.327337529936707,0.339843314403056,0.999790152245582
