cell,gene_id,gene_name,feature,feature_id,chr,start,end,width,strand,genomic_data,upstream_exon_start,upstream_exon_end,upstream_exon_width,upstream_exon_type,downstream_exon_start,downstream_exon_end,downstream_exon_width,downstream_exon_type,exon_base_mean,DEXseq_padj,DEXseq_log2FC,DESeq_l2fc,DEseq_padj,treated_max_count,treated_max_count_by_intron_width
CAOV3,ENSG00000090905,TNRC6A,e7,ENSG00000090905:e7,16,24793650,24794543,894,+,chr16:24793650-24794543:+,24793473,24793649,177,internal,24794544,24794719,176,internal,134.890049826002,5.85078305956901e-17,1.10392955822777,0.877551114920065,6.81835462351561e-06,224.031620168831,0.250594653432697
CAOV3,ENSG00000091262,ABCC6,e29,ENSG00000091262:e29,16,16219948,16221648,1701,-,chr16:16219948-16221648:-,16221649,16221831,183,internal,16219822,16219947,126,internal,110.593396341342,2.19675982606948e-32,1.25210897151609,0.952397873182909,1.0209087013795e-05,178.331160664818,0.104839012736519
CAOV3,ENSG00000091527,CDV3,e1,ENSG00000091527:e1,3,133574285,133575038,754,+,chr3:133574285-133575038:+,133573686,133574284,599,first,133575039,133575115,77,internal,124.735864183233,0.00425398415859119,0.568579741152471,0.797890179108825,0.00039051367070121,225.248561247999,0.298738144891245
CAOV3,ENSG00000092295,TGM1,e9,ENSG00000092295:e9,14,24259250,24259703,454,-,chr14:24259250-24259703:-,24259704,24259811,108,internal,24259075,24259249,175,internal,23.0259989084241,0.0421759139960479,0.701781436928154,1.4152012203596,0.0038701297209734,45.5313601697408,0.100289339580927
CAOV3,ENSG00000092929,UNC13D,e31,ENSG00000092929:e31,17,75843520,75844220,701,-,chr17:75843520-75844220:-,75844221,75844404,184,first,75843484,75843519,36,internal,84.1220004380765,1.44947617552944e-05,0.641623304317743,1.4350043225779,1.73962755274967e-09,169.972840696343,0.242471955344283
CAOV3,ENSG00000095002,MSH2,e15,ENSG00000095002:e15,2,47480872,47482778,1907,+,chr2:47480872-47482778:+,47480696,47480871,176,internal,47482779,47483223,445,last,254.858261888373,7.36547635252808e-11,0.513493660085369,0.423644189967237,0.0105118213915663,347.809001296631,0.182385422808931
CAOV3,ENSG00000099341,PSMD8,e6,ENSG00000099341:e6,19,38382229,38383252,1024,+,chr19:38382229-38383252:+,38382117,38382228,112,internal,38383253,38383824,572,last,95.831970583505,3.20576095480145e-14,0.972263759686371,1.13411929993594,3.14977303465532e-07,165.827161654968,0.16194058755368
CAOV3,ENSG00000099814,CEP170B,e12,ENSG00000099814:e12,14,104887979,104889619,1641,+,chr14:104887979-104889619:+,104886275,104887978,1704,internal,104889620,104889758,139,internal,284.200270472799,1.59511030449078e-11,0.550199445109415,0.532575255857949,0.0013680976484273,449.115229482206,0.273683869276177
CAOV3,ENSG00000100350,FOXRED2,e8,ENSG00000100350:e8,22,36506424,36507008,585,-,chr22:36506424-36507008:-,36507009,36507040,32,first,36505896,36506423,528,internal,66.4856484277557,6.35000744730027e-07,1.18940771564876,1.40993761457413,2.21717137394167e-06,142.334980420515,0.243307658838486
CAOV3,ENSG00000100354,TNRC6B,e6,ENSG00000100354:e6,22,40270281,40273424,3144,+,chr22:40270281-40273424:+,40270122,40270280,159,internal,40273425,40273600,176,internal,244.196970749529,1.12363492566507e-11,0.721704441470846,0.630429702734167,7.08533617529535e-05,377.75544464638,0.120151222851902
CAOV3,ENSG00000100731,PCNX1,e6,ENSG00000100731:e6,14,70978649,70988566,9918,+,chr14:70978649-70988566:+,70976942,70978648,1707,internal,70988567,70988699,133,internal,707.67787230748,2.44573417822565e-104,1.05657881695145,1.1750531846234,4.33121864737446e-27,1174.97434833227,0.118468879646327
CAOV3,ENSG00000101152,DNAJC5,e4,ENSG00000101152:e4,20,63931023,63931464,442,+,chr20:63931023-63931464:+,63930851,63931022,172,internal,63931465,63936011,4547,last,138.238896129125,4.162990715225e-09,0.724162970164257,0.834934034988762,5.93898596914885e-05,237.685598372121,0.53775022256136
CAOV3,ENSG00000101199,ARFGAP1,e11,ENSG00000101199:e11,20,63285714,63286365,652,+,chr20:63285714-63286365:+,63285654,63285713,60,internal,63286366,63286442,77,internal,114.995295195775,4.17904052715829e-08,1.14176918643746,1.22623799969523,5.92679833290731e-08,229.394240289373,0.351831656885541
CAOV3,ENSG00000101574,METTL4,e7,ENSG00000101574:e7,18,2563860,2566820,2961,-,chr18:2563860-2566820:-,2566821,2567654,834,internal,2563797,2563859,63,internal,278.016812215035,8.08849657261043e-15,0.560240850369094,0.461129560131164,0.00501043312452132,399.205280619991,0.134821101188785
CAOV3,ENSG00000101639,CEP192,e19,ENSG00000101639:e19,18,13056699,13057584,886,+,chr18:13056699-13057584:+,13055780,13056698,919,internal,13057585,13057733,149,internal,119.524842224892,5.17543343578579e-10,0.779322976159084,0.698331852761816,0.000960033713274376,179.940290667519,0.203092878857244
CAOV3,ENSG00000101745,ANKRD12,e9,ENSG00000101745:e9,18,9258932,9263789,4858,+,chr18:9258932-9263789:+,9254211,9258931,4721,internal,9263790,9263888,99,internal,406.399565043989,0.000137918646932069,0.553114705302566,0.320677851414714,0.0268242186031436,525.119345240733,0.108093731008796
CAOV3,ENSG00000101945,SUV39H1,e5,ENSG00000101945:e5,X,48706628,48707436,809,+,chrX:48706628-48707436:+,48706498,48706627,130,internal,48707437,48709016,1580,last,51.3998434905451,6.82670901380504e-05,0.77501740524622,0.894917136119323,0.00722180479292167,81.0327136780878,0.100164046573656
CAOV3,ENSG00000103168,TAF1C,e3,ENSG00000103168:e3,16,84180345,84181042,698,-,chr16:84180345-84181042:-,84181043,84181186,144,internal,84180170,84180344,175,internal,35.5142575200769,0.00171861110528288,1.15711323117974,1.15605926981748,0.00517376309934689,77.1503602876163,0.110530602131255
CAOV3,ENSG00000103496,STX4,e4,ENSG00000103496:e4,16,31034537,31034969,433,+,chr16:31034537-31034969:+,31034462,31034536,75,internal,31034970,31035040,71,internal,85.3615360377689,9.35292734323118e-09,0.680609842541847,1.19880166045562,2.47257446349138e-07,145.447400542227,0.335906236818077
CAOV3,ENSG00000105438,KDELR1,e4,ENSG00000105438:e4,19,48390525,48391267,743,-,chr19:48390525-48391267:-,48391268,48391551,284,first,48390424,48390524,101,internal,41.1510204070576,0.00466230139216168,0.732270862643856,0.964635173078841,0.0188555309198185,78.4151202923313,0.105538519908925
CAOV3,ENSG00000107036,RIC1,e25,ENSG00000107036:e25,9,5773081,5773957,877,+,chr9:5773081-5773957:+,5772892,5773080,189,internal,5773958,5776557,2600,last,105.429406058471,0.00222419999556303,0.872203337216053,0.792980006824667,0.000643218886290473,169.972840696343,0.193811676962762
CAOV3,ENSG00000108256,NUFIP2,e2,ENSG00000108256:e2,17,29267531,29285991,18461,-,chr17:29267531-29285991:-,29285992,29287716,1725,internal,29267498,29267530,33,internal,1390.1334055868,1.6089374685735e-11,0.501318730600198,1.20535057930054,1.63798770942856e-49,2291.17861686615,0.124109128263157
CAOV3,ENSG00000108443,RPS6KB1,e14,ENSG00000108443:e14,17,59945519,59946550,1032,+,chr17:59945519-59946550:+,59945406,59945518,113,internal,59946551,59950574,4024,last,106.450899569518,1.58297146427384e-07,0.712981235693126,0.632839693731578,0.00661624279867573,159.359760594093,0.154418372668694
CAOV3,ENSG00000108474,PIGL,e5,ENSG00000108474:e5,17,16316713,16317774,1062,+,chr17:16316713-16317774:+,16316681,16316712,32,internal,16317775,16317908,134,internal,89.9688592825501,0.000234129730435546,1.0179446030035,1.01731697475615,7.8578160103313e-05,157.53580357222,0.148338798090603
CAOV3,ENSG00000108510,MED13,e15,ENSG00000108510:e15,17,61983115,61984170,1056,-,chr17:61983115-61984170:-,61984171,61984367,197,internal,61982198,61983114,917,internal,133.324796953944,7.02197561436077e-18,1.10474331521548,0.979814552502686,2.72502216850367e-07,226.392040843989,0.214386402314383
CAOV3,ENSG00000108963,DPH1,e12,ENSG00000108963:e12,17,2041876,2042604,729,+,chr17:2041876-2042604:+,2041768,2041875,108,internal,2042605,2043898,1294,last,97.4979850976409,0.0275020703780467,0.530978031910905,1.10073670459555,7.7048223516021e-06,190.701235903214,0.261592916190965
CAOV3,ENSG00000111319,SCNN1A,e12,ENSG00000111319:e12,12,6374838,6375504,667,-,chr12:6374838-6375504:-,6375505,6375563,59,first,6374368,6374837,470,internal,263.762137003211,8.58919857180164e-34,0.938958928713102,0.851076773019576,1.65885217441614e-09,410.422225096047,0.615325674806667
CAOV3,ENSG00000111530,CAND1,e13,ENSG00000111530:e13,12,67310317,67311692,1376,+,chr12:67310317-67311692:+,67310152,67310316,165,internal,67311693,67311800,108,internal,198.175132853132,5.92654292132983e-12,0.648437745938241,0.669018369550929,7.03667376058022e-05,292.15956108917,0.212325262419455
CAOV3,ENSG00000111912,NCOA7,e12,ENSG00000111912:e12,6,125921069,125922681,1613,+,chr6:125921069-125922681:+,125920943,125921068,126,internal,125922682,125922834,153,internal,194.941001755571,0.0436496957028068,0.560548750718596,1.00620618399812,2.4997130735459e-07,384.16625783401,0.238168789729702
CAOV3,ENSG00000111912,NCOA7,e13,ENSG00000111912:e13,6,125922835,125927662,4828,+,chr6:125922835-125927662:+,125922682,125922834,153,internal,125927663,125927758,96,internal,548.215730926281,1.40734811831459e-05,0.585978087242223,1.03178117543674,4.95245533541897e-15,1004.63622102635,0.208085381322773
CAOV3,ENSG00000111912,NCOA7,e14,ENSG00000111912:e14,6,125927759,125928173,415,+,chr6:125927759-125928173:+,125927663,125927758,96,internal,125928174,125928247,74,internal,38.0657766612245,0.011250783613197,0.807132559835738,1.24041103834014,0.000933529524445751,69.1161381371926,0.166544911173958
CAOV3,ENSG00000111912,NCOA7,e15,ENSG00000111912:e15,6,125928248,125928635,388,+,chr6:125928248-125928635:+,125928174,125928247,74,internal,125928636,125932034,3399,last,40.6923439578779,0.00907507380209572,0.743423783808179,1.19071040577383,0.000747908906123625,73.3560802734712,0.189062062560493
CAOV3,ENSG00000112234,FBXL4,e7,ENSG00000112234:e7,6,98927061,98927704,644,-,chr6:98927061-98927704:-,98927705,98927822,118,internal,98926477,98927060,584,internal,45.4829039153004,0.000728825498974789,0.834717798718464,1.31786251012163,0.000126999545497463,85.7993438944459,0.133228794867152
CAOV3,ENSG00000113504,SLC12A7,e16,ENSG00000113504:e16,5,1081745,1083744,2000,-,chr5:1081745-1083744:-,1083745,1083956,212,internal,1081577,1081744,168,internal,658.077307280244,9.54728524790198e-32,0.605900394637146,1.55338649564325,8.18282638100891e-32,1366.6921906397,0.683346095319849
CAOV3,ENSG00000114062,UBE3A,e7,ENSG00000114062:e7,15,25360528,25370565,10038,-,chr15:25360528-25370565:-,25370566,25371812,1247,internal,25360383,25360527,145,internal,781.716648846149,1.46088014327098e-23,0.57570596901205,0.679290018850278,5.41041811527704e-11,1138.0329641555,0.113372480987796
CAOV3,ENSG00000114867,EIF4G1,e1,ENSG00000114867:e1,3,184314675,184315488,814,+,chr3:184314675-184315488:+,184314606,184314674,69,first,184315489,184315545,57,internal,173.30021690386,5.71122368959589e-08,0.619782523020231,0.889516804762564,3.33411958289635e-06,272.232923716906,0.334438481224701
CAOV3,ENSG00000115084,SLC35F5,e1,ENSG00000115084:e1,2,113715196,113717752,2557,-,chr2:113715196-113717752:-,113717753,113717850,98,internal,113706709,113715195,8487,last,753.098885609284,8.8127798825438e-29,0.59576037796071,0.781258832595703,1.31096700300847e-15,1148.7578821423,0.449260024302817
CAOV3,ENSG00000115760,BIRC6,e10,ENSG00000115760:e10,2,32416164,32429145,12982,+,chr2:32416164-32429145:+,32414769,32416163,1395,internal,32429146,32429295,150,internal,1089.22013876885,0,1.88772826388965,1.7957643147707,1.97981487672627e-70,2062.75922612897,0.158893793416189
CAOV3,ENSG00000115816,CEBPZ,e14,ENSG00000115816:e14,2,37223402,37227543,4142,-,chr2:37223402-37227543:-,37227544,37229036,1493,internal,37223170,37223401,232,internal,250.999860693493,2.00123113809843e-30,0.882162025108041,1.24334771514335,1.39867047288858e-18,427.80506191814,0.103284660047837
CAOV3,ENSG00000116815,CD58,e2,ENSG00000116815:e2,1,116519268,116521905,2638,-,chr1:116519268-116521905:-,116521906,116521983,78,internal,116519231,116519267,37,internal,382.459349330185,4.09196294672569e-09,0.811320385260386,0.562428259266247,8.40104586445922e-05,565.194242640684,0.214251039666673
CAOV3,ENSG00000117407,ARTN,e3,ENSG00000117407:e3,1,43935717,43936092,376,+,chr1:43935717-43936092:+,43935590,43935716,127,internal,43936093,43936231,139,internal,19.9775632970267,0.0418848185954587,0.751621356060838,1.56714188747388,0.00357567293704851,45.6024694551163,0.121283163444458
CAOV3,ENSG00000117500,TMED5,e1,ENSG00000117500:e1,1,93154889,93156299,1411,-,chr1:93154889-93156299:-,93156300,93156483,184,internal,93149742,93154888,5147,last,203.348667468685,8.27549581332151e-12,0.525926221832287,0.803598739981408,6.20879093550475e-07,312.214279171456,0.221271636549579
CAOV3,ENSG00000118246,FASTKD2,e1,ENSG00000118246:e1,2,206765748,206766643,896,+,chr2:206765748-206766643:+,206765606,206765747,142,first,206766644,206767470,827,internal,48.2820964691984,1.27363267206229e-09,1.30745760949012,1.86507631484517,2.25199912844039e-09,100.09923454352,0.111717895695893
CAOV3,ENSG00000118246,FASTKD2,e2,ENSG00000118246:e2,2,206767471,206770090,2620,+,chr2:206767471-206770090:+,206766644,206767470,827,internal,206770091,206770194,104,internal,264.65034370718,1.13158878149621e-19,0.75256561581069,1.30819490725183,1.96172540663733e-21,443.296610121304,0.169197179435612
CAOV3,ENSG00000118496,FBXO30,e1,ENSG00000118496:e1,6,145800310,145804371,4062,-,chr6:145800310-145804371:-,145804372,145806421,2050,internal,145793502,145800309,6808,last,276.470123583856,7.51101134932343e-13,0.59558695547011,1.07950782055993,1.37019935643207e-15,460.372641716268,0.113336445523453
CAOV3,ENSG00000119787,ATL2,e1,ENSG00000119787:e1,2,38296114,38298143,2030,-,chr2:38296114-38298143:-,38298144,38298575,432,internal,38293954,38296113,2160,last,1104.14298303813,1.30354558092514e-81,0.830596621165794,0.87949727728374,9.72388570878428e-24,1715.01456639357,0.844834761770231
CAOV3,ENSG00000120699,EXOSC8,e10,ENSG00000120699:e10,13,37008836,37009183,348,+,chr13:37008836-37009183:+,37008729,37008835,107,internal,37009184,37009614,431,last,83.3544807216761,6.87073297187571e-06,0.643683350332544,0.599771522763621,0.0338324553610554,117.460906172269,0.337531339575486
CAOV3,ENSG00000120733,KDM3B,e7,ENSG00000120733:e7,5,138386622,138391012,4391,+,chr5:138386622-138391012:+,138386022,138386621,600,internal,138391013,138392261,1249,internal,342.874513287747,2.24392761642321e-16,0.591889650719343,0.805487911273928,3.35155311193534e-10,517.286841928444,0.117806158489739
CAOV3,ENSG00000121940,CLCC1,e1,ENSG00000121940:e1,1,108932502,108934624,2123,-,chr1:108932502-108934624:-,108934625,108934942,318,internal,108929505,108932501,2997,last,742.6233699325,8.64031523544574e-24,0.506605989363171,0.752245446125595,2.30413196470162e-14,1119.31260417279,0.527231561079978
CAOV3,ENSG00000122643,NT5C3A,e1,ENSG00000122643:e1,7,33014832,33015669,838,-,chr7:33014832-33015669:-,33015670,33015870,201,internal,33014130,33014831,702,last,153.29787308398,2.71884648982892e-10,0.700297663862731,1.0703002833056,1.17856519049887e-09,265.599600990154,0.316944631253168
CAOV3,ENSG00000122643,NT5C3A,e2,ENSG00000122643:e2,7,33015871,33017438,1568,-,chr7:33015871-33017438:-,33017439,33017601,163,internal,33015670,33015870,201,internal,176.244474378194,7.17564699981666e-11,0.777400243981606,1.15036919049684,1.76094960889317e-12,305.3983560479,0.194769359724426
CAOV3,ENSG00000123636,BAZ2B,e1,ENSG00000123636:e1,2,159320419,159324810,4392,-,chr2:159320419-159324810:-,159324811,159324954,144,internal,159318979,159320418,1440,last,347.96618775185,5.91784016137758e-33,0.981031082998068,0.975571532986541,2.45016070610395e-14,579.26008215948,0.131889818342322
CAOV3,ENSG00000124733,MEA1,e3,ENSG00000124733:e3,6,43013390,43013785,396,-,chr6:43013390-43013785:-,43013786,43013946,161,first,43013115,43013389,275,internal,74.344764510555,2.10220616507865e-06,0.607257552372744,1.79316204266254,7.53526422498747e-12,158.917696586011,0.40130731461114
CAOV3,ENSG00000124831,LRRFIP1,e19,ENSG00000124831:e19,2,237760206,237769942,9737,+,chr2:237760206-237769942:+,237760064,237760205,142,internal,237769943,237769992,50,internal,5350.1092226111,3.84881524468542e-08,0.689337457555542,0.798607561612821,2.50121144658427e-20,8284.44861767946,0.850821466332491
