gene_id,gene_name,feature,feature_id,chr,start,end,width,strand,upstream_exon_range,upstream_exon_type,upstream_exon_width,downstream_exon_range,downstream_exon_type,downstream_exon_width,exon_base_mean,DEXseq_padj,DEXseq_log2FC,DESeq_l2fc,DEseq_padj,stc15_time_v_vehicle,tissue,time
ENSMUSG00000005580,Adcy9,e9,ENSMUSG00000005580:e9,16,4141822,4235716,93895,-,chr16:4235717-4237452:-,internal,1736,chr16:4141631-4141821:-,internal,191,447.959255963886,0.751058426524381,0.0835721822252395,0.339919886650089,0.680926749080009,1,Blood,1h
ENSMUSG00000006906,Stambp,e5,ENSMUSG00000006906:e5,6,83534544,83538656,4113,-,chr6:83538657-83539023:-,internal,367,chr6:83534419-83534543:-,internal,125,10.1184133833349,0.535649295570899,0.540090676573103,0.513163941547401,0.735033824932561,1,Blood,1h
ENSMUSG00000007617,Homer1,e1,ENSMUSG00000007617:e1,13,93444869,93478263,33395,+,chr13:93444542-93444868:+,first,327,chr13:93478264-93478420:+,internal,157,167.148201339027,0.162917589465913,0.277641304726302,0.278085560191976,0.713165121953928,1,Blood,1h
ENSMUSG00000007880,Arid1a,e19,ENSMUSG00000007880:e19,4,133450363,133479779,29417,-,chr4:133479780-133480922:-,first,1143,chr4:133450150-133450362:-,internal,213,421.170530496007,0.760624501494429,0.127732074918192,0.412216246720526,0.51586060183835,1,Blood,1h
ENSMUSG00000008734,Gprc5b,e2,ENSMUSG00000008734:e2,7,118575894,118582837,6944,-,chr7:118582838-118583867:-,first,1030,chr7:118575736-118575893:-,internal,158,27.9958528631185,0.708498819048851,0.311818361265913,1.81116905727701,0.157351692206013,1,Blood,1h
ENSMUSG00000009621,Vav2,e27,ENSMUSG00000009621:e27,2,27276619,27316287,39669,-,chr2:27316288-27317045:-,first,758,chr2:27276502-27276618:-,internal,117,145.725592145781,0.91215966760747,0.0577336963874231,0.488746037347966,0.332539401371463,1,Blood,1h
ENSMUSG00000010277,Bltp2,e16,ENSMUSG00000010277:e16,11,78163210,78163603,394,+,chr11:78162117-78163209:+,internal,1093,chr11:78163604-78163795:+,internal,192,6.81439006317935,0.94822413785691,-0.0623910332858615,0.173075066087845,0.939331188888464,1,Blood,1h
ENSMUSG00000014956,Ppp1cb,e1,ENSMUSG00000014956:e1,5,32616752,32635409,18658,+,chr5:32616187-32616751:+,first,565,chr5:32635410-32635541:+,internal,132,1814.6894316205,0.311306160902484,-0.14828657985033,-2.09853833555523,0.000156995599868706,1,Blood,1h
ENSMUSG00000015143,Actn1,e20,ENSMUSG00000015143:e20,12,80256248,80306760,50513,-,chr12:80306761-80307145:-,first,385,chr12:80256133-80256247:-,internal,115,254.79058786552,0.213682727762861,0.290181459666099,0.0357333954299624,0.963733988920686,1,Blood,1h
ENSMUSG00000015202,Cnksr3,e12,ENSMUSG00000015202:e12,10,7110808,7161631,50824,-,chr10:7161632-7162237:-,first,606,chr10:7110644-7110807:-,internal,164,112.615846975811,0.679823628143719,0.142789754502815,0.29341897127547,0.673124464569992,1,Blood,1h
ENSMUSG00000015697,Setdb1,e9,ENSMUSG00000015697:e9,3,95244577,95245656,1080,-,chr3:95245657-95246343:-,internal,687,chr3:95244460-95244576:-,internal,117,25.1344780222136,2.96989475368811e-11,1.27748976763051,1.38354202051972,0.000733470044109276,1,Blood,1h
ENSMUSG00000015882,Lcorl,e1,ENSMUSG00000015882:e1,5,45859340,45880315,20976,-,chr5:45880316-45885084:-,internal,4769,chr5:45854523-45859339:-,last,4817,91.4828227096564,0.00869822016743367,0.509342823806654,0.944900343904239,0.000543005859703675,1,Blood,1h
ENSMUSG00000015932,Dstn,e1,ENSMUSG00000015932:e1,2,143757568,143780304,22737,+,chr2:143757240-143757567:+,first,328,chr2:143780305-143780612:+,internal,308,131.049792403285,0.990075851952252,-0.0277151457902916,0.800136069988283,0.00923401543716429,1,Blood,1h
ENSMUSG00000016477,E2f3,e6,ENSMUSG00000016477:e6,13,30104209,30169282,65074,-,chr13:30169283-30170046:-,first,764,chr13:30104097-30104208:-,internal,112,401.535243799446,0.00724284068299416,0.560434374885219,0.358283060912415,0.450005444162851,1,Blood,1h
ENSMUSG00000016496,Cd274,e3,ENSMUSG00000016496:e3,19,29351300,29357703,6404,+,chr19:29350958-29351299:+,internal,342,chr19:29357704-29357988:+,internal,285,63.9225070211613,0.348081697410622,0.312280733698151,0.667268175033465,0.266492365157807,1,Blood,1h
ENSMUSG00000016528,Mapkapk2,e9,ENSMUSG00000016528:e9,1,130986500,131025025,38526,-,chr1:131025026-131025563:-,first,538,chr1:130986360-130986499:-,internal,140,441.769301598697,0.410881747797782,0.165572811643985,0.77217061436771,0.0750636928564721,1,Blood,1h
ENSMUSG00000016758,Bik,e1,ENSMUSG00000016758:e1,15,83411543,83425495,13953,+,chr15:83411073-83411542:+,first,470,chr15:83425496-83425643:+,internal,148,23.0621636549684,0.0924686121290331,1.02970851931846,-0.743889197047606,0.628023822426315,1,Blood,1h
ENSMUSG00000016933,Plcg1,e2,ENSMUSG00000016933:e2,2,160573954,160589694,15741,+,chr2:160573638-160573953:+,internal,316,chr2:160589695-160589847:+,internal,153,240.4946979719,0.912756593707898,0.0201883309513633,0.574549913957808,0.28232341583228,1,Blood,1h
ENSMUSG00000017715,Pgs1,e7,ENSMUSG00000017715:e7,11,117896718,117905399,8682,+,chr11:117896196-117896717:+,internal,522,chr11:117905400-117905548:+,internal,149,207.63625495189,1.3920328091216e-05,1.01300406381471,0.805327686984221,0.0215806677236131,1,Blood,1h
ENSMUSG00000018334,Ksr1,e18,ENSMUSG00000018334:e18,11,78965313,79036880,71568,-,chr11:79036881-79037233:-,first,353,chr11:78965172-78965312:-,internal,141,151.35457630574,0.365146488127689,0.170262226626242,1.18142850714408,0.0946973818191775,1,Blood,1h
ENSMUSG00000018412,Kansl1,e13,ENSMUSG00000018412:e13,11,104269653,104314747,45095,-,chr11:104314748-104316119:-,internal,1372,chr11:104269511-104269652:-,internal,142,675.590977834879,0.00116693131289559,0.192188915077322,0.194077019235214,0.570591172633201,1,Blood,1h
ENSMUSG00000019254,Ppp1r12c,e21,ENSMUSG00000019254:e21,7,4500546,4504264,3719,-,chr7:4504265-4504679:-,first,415,chr7:4500415-4500545:-,internal,131,32.3970558857949,0.000505321355736497,0.629360279489393,1.03052116842493,0.00907720173843397,1,Blood,1h
ENSMUSG00000019846,Lama4,e1,ENSMUSG00000019846:e1,10,38842146,38881407,39262,+,chr10:38841511-38842145:+,first,635,chr10:38881408-38881509:+,internal,102,16.9085381687367,0.982407730133471,0.140636043979532,-0.273829265046378,0.91244588849609,1,Blood,1h
ENSMUSG00000019889,Ptprk,e1,ENSMUSG00000019889:e1,10,27951174,28082129,130956,+,chr10:27950850-27951173:+,first,324,chr10:28082130-28082252:+,internal,123,436.019214996632,0.925008191171479,0.0411072943299349,-0.157325533561121,0.941310426902292,1,Blood,1h
ENSMUSG00000020015,Cdk17,e1,ENSMUSG00000020015:e1,10,92997063,93044033,46971,+,chr10:92996752-92997062:+,first,311,chr10:93044034-93044180:+,internal,147,459.938462843876,0.0304033283196479,0.404864810979396,0.282083472068486,0.433232119566084,1,Blood,1h
ENSMUSG00000020024,Cep83,e1,ENSMUSG00000020024:e1,10,94524909,94554713,29805,+,chr10:94524516-94524908:+,first,393,chr10:94554714-94554981:+,internal,268,75.5219563618667,0.738994824130989,0.228152176850822,0.0490192581550076,0.954216038184546,1,Blood,1h
ENSMUSG00000020029,Nudt4,e4,ENSMUSG00000020029:e4,10,95388459,95399523,11065,-,chr10:95399524-95400008:-,first,485,chr10:95388348-95388458:-,internal,111,185.292371768003,0.71560991342111,0.244584950574138,-0.477896869473742,0.322170269209665,1,Blood,1h
ENSMUSG00000020064,Herc4,e3,ENSMUSG00000020064:e3,10,63081905,63099804,17900,+,chr10:63081601-63081904:+,internal,304,chr10:63099805-63099964:+,internal,160,514.452001943821,0.427009905511182,0.243106319618429,0.761486726238269,0.0864076554649176,1,Blood,1h
ENSMUSG00000020128,Vps54,e7,ENSMUSG00000020128:e7,11,21228061,21241032,12972,+,chr11:21227675-21228060:+,internal,386,chr11:21241033-21241159:+,internal,127,98.453597855585,0.270727360354936,0.305371845641471,0.262913683126625,0.633870929993847,1,Blood,1h
ENSMUSG00000020228,Helb,e1,ENSMUSG00000020228:e1,10,119920879,119925312,4434,-,chr10:119925313-119925780:-,internal,468,chr10:119919513-119920878:-,last,1366,9.0663936826355,0.89612899341885,0.434851381025207,0.119605382756492,0.961830313799467,1,Blood,1h
ENSMUSG00000020399,Havcr2,e2,ENSMUSG00000020399:e2,11,46347422,46349876,2455,+,chr11:46347083-46347421:+,internal,339,chr11:46349877-46349960:+,internal,84,7.16862003299314,0.762487333441794,0.249304540530326,0.260839508229244,0.853076248930372,1,Blood,1h
ENSMUSG00000020463,Ppp4r3b,e4,ENSMUSG00000020463:e4,11,29138575,29144572,5998,+,chr11:29137951-29138574:+,internal,624,chr11:29144573-29144650:+,internal,78,108.373659917712,0.0241880488273162,0.402838633185145,0.483603939628067,0.0959561621585676,1,Blood,1h
ENSMUSG00000020859,Spag9,e1,ENSMUSG00000020859:e1,11,93887400,93904448,17049,+,chr11:93886929-93887399:+,first,471,chr11:93904449-93904569:+,internal,121,95.7625532761755,0.94304127779772,0.0162514422014715,0.019271815780021,0.980293414411865,1,Blood,1h
ENSMUSG00000020954,Strn3,e17,ENSMUSG00000020954:e17,12,51708497,51738204,29708,-,chr12:51738205-51738670:-,first,466,chr12:51708393-51708496:-,internal,104,975.621144217776,0.664709056726284,-0.25006360714241,-0.63224858809364,0.0748921295237703,1,Blood,1h
ENSMUSG00000021171,Esyt2,e17,ENSMUSG00000021171:e17,12,116329549,116330549,1001,+,chr12:116329175-116329548:+,internal,374,chr12:116330550-116330648:+,internal,99,10.500285157246,0.0472108429145755,1.55012835121987,1.19435092483862,0.192559415689212,1,Blood,1h
ENSMUSG00000021244,Ylpm1,e4,ENSMUSG00000021244:e4,12,85062368,85075543,13176,+,chr12:85061424-85062367:+,internal,944,chr12:85075544-85077661:+,internal,2118,81.7636127090233,0.462032011101111,0.239732189691519,0.301084549422108,0.522590204262306,1,Blood,1h
ENSMUSG00000021244,Ylpm1,e5,ENSMUSG00000021244:e5,12,85077662,85080690,3029,+,chr12:85075544-85077661:+,internal,2118,chr12:85080691-85080808:+,internal,118,22.3005143674622,0.86065257129472,0.164964114318137,0.242057158138531,0.791626792447275,1,Blood,1h
ENSMUSG00000021488,Nsd1,e2,ENSMUSG00000021488:e2,13,55361964,55381707,19744,+,chr13:55361017-55361963:+,internal,947,chr13:55381708-55381843:+,internal,136,221.286294534707,0.579530580410912,0.0922039606891278,0.195491474238078,0.596495445941703,1,Blood,1h
ENSMUSG00000021549,Rasa1,e24,ENSMUSG00000021549:e24,13,85406590,85436514,29925,-,chr13:85436515-85437148:-,first,634,chr13:85406437-85406589:-,internal,153,335.744378573675,0.125551403684783,0.185982424668149,0.464916673182433,0.0744505380316658,1,Blood,1h
ENSMUSG00000021583,Erap1,e2,ENSMUSG00000021583:e2,13,74794834,74805751,10918,+,chr13:74794290-74794833:+,internal,544,chr13:74805752-74805890:+,internal,139,42.8950800152084,0.662369495916217,-0.244817770980767,0.227356732676188,0.799213188542251,1,Blood,1h
ENSMUSG00000021676,Iqgap2,e35,ENSMUSG00000021676:e35,13,95974432,96028171,53740,-,chr13:96028172-96028503:-,first,332,chr13:95974332-95974431:-,internal,100,361.29325273559,0.984904868980313,0.147398498831864,0.380647252780029,0.503118876552379,1,Blood,1h
ENSMUSG00000021754,Map3k1,e19,ENSMUSG00000021754:e19,13,111912553,111945036,32484,-,chr13:111945037-111945527:-,first,491,chr13:111912402-111912552:-,internal,151,656.05200681915,0.177987416757376,0.164947884957783,0.587935244912945,0.130002803927761,1,Blood,1h
ENSMUSG00000021759,Plpp1,e1,ENSMUSG00000021759:e1,13,112937801,112971392,33592,+,chr13:112937326-112937800:+,first,475,chr13:112971393-112971547:+,internal,155,289.718276770586,0.0626979097535945,-0.274579695578695,-1.02191761243888,0.0195205078992917,1,Blood,1h
ENSMUSG00000021775,Nr1d2,e1,ENSMUSG00000021775:e1,14,4230886,4247442,16557,+,chr14:4230569-4230885:+,first,317,chr14:4247443-4247709:+,internal,267,157.064083601029,0.872260812738218,-0.00189041718836158,0.406681802992486,0.610338129571014,1,Blood,1h
ENSMUSG00000021870,Slmap,e22,ENSMUSG00000021870:e22,14,26204122,26254482,50361,-,chr14:26254483-26256050:-,first,1568,chr14:26203974-26204121:-,internal,148,202.480670268948,0.721137644039938,0.201528508567226,0.462351171969363,0.280148505597641,1,Blood,1h
ENSMUSG00000021978,Extl3,e4,ENSMUSG00000021978:e4,14,65304260,65313032,8773,-,chr14:65313033-65315638:-,internal,2606,chr14:65304132-65304259:-,internal,128,58.3668739782204,0.0153691179578648,0.793848434901548,0.657709809676301,0.204003712678018,1,Blood,1h
ENSMUSG00000022070,Bora,e10,ENSMUSG00000022070:e10,14,99305998,99310037,4040,+,chr14:99305444-99305997:+,internal,554,chr14:99310038-99310184:+,internal,147,4.32946154884292,0.917714196492526,-0.244300947336883,-0.180945608463772,0.937604547492468,1,Blood,1h
ENSMUSG00000022141,Nipbl,e46,ENSMUSG00000022141:e46,15,8403587,8473608,70022,-,chr15:8473609-8473947:-,first,339,chr15:8403444-8403586:-,internal,143,727.386260293474,1,0.027196263940704,0.363051945350528,0.199015339359087,1,Blood,1h
ENSMUSG00000022148,Fyb,e1,ENSMUSG00000022148:e1,15,6610528,6649074,38547,+,chr15:6609352-6610527:+,first,1176,chr15:6649075-6649231:+,internal,157,246.691335449333,0.785131405561441,0.245046651529186,0.703814297455221,0.146738002872757,1,Blood,1h
ENSMUSG00000022270,Retreg1,e1,ENSMUSG00000022270:e1,15,25843699,25889566,45868,+,chr15:25843266-25843698:+,first,433,chr15:25889567-25889673:+,internal,107,100.707318292898,0.409245432510113,0.80799630967709,1.28600768638655,0.0346962457260043,1,Blood,1h
ENSMUSG00000022285,Ywhaz,e4,ENSMUSG00000022285:e4,15,36776614,36790927,14314,-,chr15:36790928-36791232:-,internal,305,chr15:36776490-36776613:-,internal,124,667.878601725952,0.0432904485416925,0.429693020268765,0.559689341741916,0.101976062138778,1,Blood,1h
ENSMUSG00000022412,Mief1,e2,ENSMUSG00000022412:e2,15,80120355,80130937,10583,+,chr15:80120006-80120354:+,internal,349,chr15:80130938-80131088:+,internal,151,154.396484377092,0.0981170852334657,0.208646658506672,0.283214853392908,0.552945699935266,1,Blood,1h
ENSMUSG00000022463,Srebf2,e1,ENSMUSG00000022463:e1,15,82031692,82053938,22247,+,chr15:82031382-82031691:+,first,310,chr15:82053939-82054355:+,internal,417,94.2681996423488,0.00808285659973185,0.327800064798356,0.335103424857531,0.500308864999302,1,Blood,1h
ENSMUSG00000022521,Crebbp,e29,ENSMUSG00000022521:e29,16,3972898,3997287,24390,-,chr16:3997288-3997997:-,internal,710,chr16:3972721-3972897:-,internal,177,349.110974736894,0.000295869291596871,0.609550236573019,0.948761990236437,3.51218400511148e-05,1,Blood,1h
ENSMUSG00000022696,Sidt1,e25,ENSMUSG00000022696:e25,16,44121426,44152669,31244,-,chr16:44152670-44153559:-,first,890,chr16:44121304-44121425:-,internal,122,29.4860463608783,0.81405611752852,0.195775314473033,0.889474500020345,0.308640712940311,1,Blood,1h
ENSMUSG00000022707,Gbe1,e1,ENSMUSG00000022707:e1,16,70111184,70157745,46562,+,chr16:70110837-70111183:+,first,347,chr16:70157746-70157915:+,internal,170,350.810712133237,0.138899623495505,0.421230698411636,0.970486609781554,0.0987195196531491,1,Blood,1h
ENSMUSG00000022865,Cxadr,e1,ENSMUSG00000022865:e1,16,78098763,78122044,23282,+,chr16:78098384-78098762:+,first,379,chr16:78122045-78122211:+,internal,167,46.7018325863018,0.542048891897494,0.198806237649756,-0.119768881768747,0.950237886495163,1,Blood,1h
ENSMUSG00000022894,Adamts5,e7,ENSMUSG00000022894:e7,16,85684838,85696051,11214,-,chr16:85696052-85698716:-,first,2665,chr16:85684705-85684837:-,internal,133,4.94553876651211,0.964096598930506,0.131581729880796,-0.737478962273843,0.708123038163997,1,Blood,1h
ENSMUSG00000023353,Agap3,e1,ENSMUSG00000023353:e1,5,24657533,24681375,23843,+,chr5:24657175-24657532:+,first,358,chr5:24681376-24681434:+,internal,59,191.746857892326,0.404290798133307,0.188007813391533,0.861557720945471,0.055979347392903,1,Blood,1h
ENSMUSG00000023845,Lnpep,e16,ENSMUSG00000023845:e16,17,17795650,17798793,3144,-,chr17:17798794-17799634:-,internal,841,chr17:17795511-17795649:-,internal,139,42.5169838807726,0.000960734739376425,0.745930682275274,1.08347007928376,0.00131481082047045,1,Blood,1h
ENSMUSG00000024073,Birc6,e7,ENSMUSG00000024073:e7,17,74873170,74880567,7398,+,chr17:74872786-74873169:+,internal,384,chr17:74880568-74880626:+,internal,59,36.2008707637311,0.765558232174436,-0.15152777863877,-0.133498898304309,0.863891400623533,1,Blood,1h
ENSMUSG00000024077,Strn,e17,ENSMUSG00000024077:e17,17,79008383,79043682,35300,-,chr17:79043683-79044625:-,first,943,chr17:79008279-79008382:-,internal,104,176.108150054333,0.708060283786987,-0.12829908236324,0.10964529094544,0.834862553146418,1,Blood,1h
ENSMUSG00000024127,Prepl,e13,ENSMUSG00000024127:e13,17,85390744,85395767,5024,-,chr17:85395768-85396303:-,internal,536,chr17:85390621-85390743:-,internal,123,37.4789610172953,0.411514533316655,0.404101969355877,0.617765624029963,0.370792011372903,1,Blood,1h
ENSMUSG00000024236,Svil,e6,ENSMUSG00000024236:e6,18,5049495,5054017,4523,+,chr18:5048885-5049494:+,internal,610,chr18:5054018-5054098:+,internal,81,24.3994995446516,0.234874495824243,0.480199917772469,0.642236421069697,0.449696242747303,1,Blood,1h
ENSMUSG00000024240,Epc1,e1,ENSMUSG00000024240:e1,18,6437308,6439591,2284,-,chr18:6439592-6439955:-,internal,364,chr18:6435953-6437307:-,last,1355,48.3176082679082,0.000505321355736497,0.727566898769734,1.01893549772887,0.0064740096632541,1,Blood,1h
ENSMUSG00000024383,Map3k2,e1,ENSMUSG00000024383:e1,18,32296604,32324953,28350,+,chr18:32296249-32296603:+,first,355,chr18:32324954-32325023:+,internal,70,308.732279339975,0.905671191599723,0.0623708874458728,0.213406043672856,0.705253883019474,1,Blood,1h
ENSMUSG00000024515,Smad4,e11,ENSMUSG00000024515:e11,18,73811111,73836500,25390,-,chr18:73836501-73836851:-,first,351,chr18:73810734-73811110:-,internal,377,263.510369286755,0.485937982703903,-0.257153836706515,0.211742368187871,0.748959718211321,1,Blood,1h
ENSMUSG00000024542,Cep192,e20,ENSMUSG00000024542:e20,18,67974932,67976206,1275,+,chr18:67974055-67974931:+,internal,877,chr18:67976207-67976355:+,internal,149,7.65980153928696,0.000342897077778553,3.15878933374591,2.6235812997526,0.0126314452264128,1,Blood,1h
ENSMUSG00000024590,Lmnb1,e1,ENSMUSG00000024590:e1,18,56841547,56861472,19926,+,chr18:56840885-56841546:+,first,662,chr18:56861473-56861629:+,internal,157,160.458778239968,0.917714196492526,-0.0705254469985386,-0.869866478507945,0.0378845975052069,1,Blood,1h
ENSMUSG00000024855,Pacs1,e23,ENSMUSG00000024855:e23,19,5218040,5322566,104527,-,chr19:5322567-5323147:-,first,581,chr19:5217952-5218039:-,internal,88,186.298221591376,0.0202757243310988,0.596200522584728,0.900079905644491,0.232247992686796,1,Blood,1h
ENSMUSG00000025239,Limd1,e1,ENSMUSG00000025239:e1,9,123309687,123329195,19509,+,chr9:123307771-123309686:+,first,1916,chr9:123329196-123329297:+,internal,102,164.284668164962,5.41593643968604e-05,0.973200223769342,0.691835975512578,0.0588592248146477,1,Blood,1h
ENSMUSG00000025278,Flnb,e45,ENSMUSG00000025278:e45,14,14602237,14651329,49093,-,chr14:14651330-14651816:-,first,487,chr14:14601988-14602236:-,internal,249,733.417012765439,0.631538749946868,0.0471038899514795,1.51162222268532,0.0189003841570314,1,Blood,1h
ENSMUSG00000025477,Inpp5a,e1,ENSMUSG00000025477:e1,7,138969381,139033969,64589,+,chr7:138969026-138969380:+,first,355,chr7:139033970-139034011:+,internal,42,325.251786164776,0.00410231837281363,0.33408222715636,0.977785556156773,0.00548598233972271,1,Blood,1h
ENSMUSG00000025571,Tnrc6c,e5,ENSMUSG00000025571:e5,11,117614377,117622993,8617,+,chr11:117611776-117614376:+,internal,2601,chr11:117622994-117623206:+,internal,213,343.142354170328,2.46255657754273e-10,1.1203936492681,1.57441239095626,7.76354554965378e-07,1,Blood,1h
ENSMUSG00000025786,Zdhhc3,e5,ENSMUSG00000025786:e5,9,122918222,122929327,11106,-,chr9:122929328-122929657:-,internal,330,chr9:122918097-122918221:-,internal,125,134.816326373508,0.666250203764199,0.110952703694075,0.407733307497302,0.21986707669557,1,Blood,1h
ENSMUSG00000025795,Rassf3,e4,ENSMUSG00000025795:e4,10,121253098,121311907,58810,-,chr10:121311908-121312252:-,first,345,chr10:121252990-121253097:-,internal,108,609.596590618197,0.268649909122718,0.367494551822928,1.29246815272902,NA,1,Blood,1h
ENSMUSG00000025809,Itgb1,e1,ENSMUSG00000025809:e1,8,129412441,129431893,19453,+,chr8:129412135-129412440:+,first,306,chr8:129431894-129431960:+,internal,67,297.651682317989,0.373310653628808,0.297782930581853,0.640455233403523,0.0714770721795641,1,Blood,1h
ENSMUSG00000025812,Pard3,e1,ENSMUSG00000025812:e1,8,127791224,127887959,96736,+,chr8:127790806-127791223:+,first,418,chr8:127887960-127888061:+,internal,102,295.097590157276,0.776233307195152,-0.0851215882751504,-0.253449619992789,0.880753714131058,1,Blood,1h
ENSMUSG00000025898,Cwf19l2,e8,ENSMUSG00000025898:e8,9,3431088,3441054,9967,+,chr9:3430438-3431087:+,internal,650,chr9:3441055-3441145:+,internal,91,92.5246005836013,0.98101355986724,0.0487044883198289,0.139105448882703,0.825418932129322,1,Blood,1h
ENSMUSG00000026082,Rev1,e17,ENSMUSG00000026082:e17,1,38124734,38127051,2318,-,chr1:38127052-38127755:-,internal,704,chr1:38124626-38124733:-,internal,108,62.6539012695436,0.00610134186209063,0.697481074597243,0.941606060635729,0.102648957551278,1,Blood,1h
